#this_apt_name;that_apt_name;passengers;
HEATHROW;ABERDEEN;490504
HEATHROW;BELFAST CITY;0
HEATHROW;BELFAST INTERNATIONAL;1026823
HEATHROW;CARDIFF WALES;98
HEATHROW;DURHAM TEES VALLEY;180138
HEATHROW;EDINBURGH;1469330
HEATHROW;EXETER;400
HEATHROW;GLASGOW;1405950
HEATHROW;GUERNSEY;88546
HEATHROW;INVERNESS;201167
HEATHROW;ISLE OF MAN;118371
HEATHROW;JERSEY;224047
HEATHROW;LEEDS BRADFORD;186457
HEATHROW;MANCHESTER;977270
HEATHROW;NEWCASTLE;398276
HEATHROW;NEWQUAY;44329
HEATHROW;NOTTINGHAM EAST MIDLANDS INT'L;297
HEATHROW;PLYMOUTH;44302
GATWICK;ABERDEEN;144681
GATWICK;BELFAST CITY;217469
GATWICK;BELFAST INTERNATIONAL;2589
GATWICK;BIRMINGHAM;444
GATWICK;BOURNEMOUTH;0
GATWICK;DURHAM TEES VALLEY;363
GATWICK;EDINBURGH;200324
GATWICK;GLASGOW;211342
GATWICK;GUERNSEY;191898
GATWICK;JERSEY;284542
GATWICK;LEEDS BRADFORD;24557
GATWICK;MANCHESTER;316235
GATWICK;NEWCASTLE;82758
GATWICK;NOTTINGHAM EAST MIDLANDS INT'L;278
LONDON CITY;HUMBERSIDE;0
LONDON CITY;LIVERPOOL;0
LUTON;BELFAST CITY;40282
LUTON;BELFAST INTERNATIONAL;10737
LUTON;EDINBURGH;15219
LUTON;GLASGOW;23322
LUTON;ISLE OF MAN;21277
LUTON;JERSEY;9462
STANSTED;ABERDEEN;81906
STANSTED;BELFAST CITY;167142
STANSTED;BELFAST INTERNATIONAL;114897
STANSTED;DURHAM TEES VALLEY;1517
STANSTED;EDINBURGH;146116
STANSTED;GLASGOW;107390
STANSTED;GUERNSEY;17416
STANSTED;HUMBERSIDE;0
STANSTED;JERSEY;49369
STANSTED;MANCHESTER;22369
STANSTED;NEWCASTLE;35703
STANSTED;PRESTWICK;31689
ABERDEEN;BELFAST CITY;6525
ABERDEEN;BELFAST INTERNATIONAL;2366
ABERDEEN;BIRMINGHAM;45147
ABERDEEN;BRISTOL;15693
ABERDEEN;CARDIFF WALES;1602
ABERDEEN;DUNDEE;24
ABERDEEN;DURHAM TEES VALLEY;25295
ABERDEEN;EDINBURGH;14104
ABERDEEN;GLASGOW;23729
ABERDEEN;HUMBERSIDE;21223
ABERDEEN;INVERNESS;588
ABERDEEN;KIRKWALL;34746
ABERDEEN;LEEDS BRADFORD;8588
ABERDEEN;MANCHESTER;113937
ABERDEEN;NEWCASTLE;33867
ABERDEEN;NORWICH;32560
ABERDEEN;NOTTINGHAM EAST MIDLANDS INT'L;17007
ABERDEEN;PLYMOUTH;0
ABERDEEN;SUMBURGH;255248
ALDERNEY;GUERNSEY;35721
ALDERNEY;JERSEY;15313
ALDERNEY;SOUTHAMPTON;32561
BELFAST CITY;BIRMINGHAM;152669
BELFAST CITY;BLACKPOOL;30554
BELFAST CITY;BRISTOL;39720
BELFAST CITY;CARDIFF WALES;14013
BELFAST CITY;CITY OF DERRY (EGLINTON);24389
BELFAST CITY;DURHAM TEES VALLEY;0
BELFAST CITY;EDINBURGH;64919
BELFAST CITY;EXETER;17308
BELFAST CITY;GLASGOW;73424
BELFAST CITY;ISLE OF MAN;29002
BELFAST CITY;JERSEY;6658
BELFAST CITY;LEEDS BRADFORD;74075
BELFAST CITY;LIVERPOOL;63884
BELFAST CITY;MANCHESTER;125709
BELFAST CITY;NEWCASTLE;49884
BELFAST CITY;NOTTINGHAM EAST MIDLANDS INT'L;1882
BELFAST CITY;PRESTWICK;26862
BELFAST CITY;SOUTHAMPTON;16365
BELFAST INTERNATIONAL;BIRMINGHAM;124852
BELFAST INTERNATIONAL;GLASGOW;65919
BELFAST INTERNATIONAL;JERSEY;17138
BELFAST INTERNATIONAL;LEEDS BRADFORD;6826
BELFAST INTERNATIONAL;MANCHESTER;123521
BELFAST INTERNATIONAL;NOTTINGHAM EAST MIDLANDS INT'L;64031
BELFAST INTERNATIONAL;SOUTHAMPTON;7
BIRMINGHAM;DURHAM TEES VALLEY;9
BIRMINGHAM;EDINBURGH;194812
BIRMINGHAM;GLASGOW;194328
BIRMINGHAM;GUERNSEY;21756
BIRMINGHAM;ISLE OF MAN;44284
BIRMINGHAM;JERSEY;74964
BIRMINGHAM;KIRKWALL;1120
BIRMINGHAM;MANCHESTER;153
BIRMINGHAM;NEWCASTLE;20936
BIRMINGHAM;NOTTINGHAM EAST MIDLANDS INT'L;342
BLACKPOOL;CITY OF DERRY (EGLINTON);448
BLACKPOOL;ISLE OF MAN;21254
BLACKPOOL;JERSEY;3934
BOURNEMOUTH;EXETER;198
BOURNEMOUTH;HUMBERSIDE;0
BRISTOL;EDINBURGH;59826
BRISTOL;EXETER;15
BRISTOL;GLASGOW;59480
BRISTOL;GUERNSEY;6147
BRISTOL;ISLES OF SCILLY (ST.MARYS);2168
BRISTOL;JERSEY;30344
BRISTOL;NEWCASTLE;17636
BRISTOL;NEWQUAY;3
BRISTOL;PLYMOUTH;13051
CAMBRIDGE;JERSEY;3131
CARDIFF WALES;EDINBURGH;15297
CARDIFF WALES;GLASGOW;20463
CARDIFF WALES;GUERNSEY;1449
CARDIFF WALES;ISLE OF MAN;2833
CARDIFF WALES;JERSEY;21813
CARDIFF WALES;SOUTHAMPTON;29
CITY OF DERRY (EGLINTON);GLASGOW;13745
CITY OF DERRY (EGLINTON);MANCHESTER;17438
COVENTRY;GLOUCESTERSHIRE;0
COVENTRY;JERSEY;0
DUNDEE;EDINBURGH;1934
DUNDEE;INVERNESS;37
DUNDEE;MANCHESTER;9856
DURHAM TEES VALLEY;EDINBURGH;0
DURHAM TEES VALLEY;EXETER;0
DURHAM TEES VALLEY;HUMBERSIDE;880
DURHAM TEES VALLEY;JERSEY;11206
DURHAM TEES VALLEY;MANCHESTER;0
DURHAM TEES VALLEY;NEWCASTLE;0
DURHAM TEES VALLEY;NORWICH;2177
EDINBURGH;GLASGOW;835
EDINBURGH;GUERNSEY;0
EDINBURGH;HUMBERSIDE;639
EDINBURGH;INVERNESS;4
EDINBURGH;JERSEY;13584
EDINBURGH;KIRKWALL;9274
EDINBURGH;LEEDS BRADFORD;18554
EDINBURGH;MANCHESTER;116667
EDINBURGH;NEWCASTLE;126
EDINBURGH;NORWICH;14487
EDINBURGH;NOTTINGHAM EAST MIDLANDS INT'L;65625
EDINBURGH;PLYMOUTH;306
EDINBURGH;SOUTHAMPTON;28555
EDINBURGH;SUMBURGH;10237
EXETER;GUERNSEY;15657
EXETER;ISLES OF SCILLY (ST.MARYS);6423
EXETER;JERSEY;34760
EXETER;MANCHESTER;0
GLASGOW;GUERNSEY;2350
GLASGOW;INVERNESS;12589
GLASGOW;ISLE OF MAN;18901
GLASGOW;JERSEY;28022
GLASGOW;KIRKWALL;7878
GLASGOW;LEEDS BRADFORD;29619
GLASGOW;MANCHESTER;123291
GLASGOW;NOTTINGHAM EAST MIDLANDS INT'L;72384
GLASGOW;PLYMOUTH;0
GLASGOW;SOUTHAMPTON;25574
GLASGOW;SUMBURGH;4614
GLOUCESTERSHIRE;GUERNSEY;0
GLOUCESTERSHIRE;JERSEY;1636
GUERNSEY;JERSEY;185993
GUERNSEY;LEEDS BRADFORD;3154
GUERNSEY;MANCHESTER;37178
GUERNSEY;NEWCASTLE;1017
GUERNSEY;NORWICH;1812
GUERNSEY;NOTTINGHAM EAST MIDLANDS INT'L;16719
GUERNSEY;PLYMOUTH;3354
GUERNSEY;SOUTHAMPTON;100328
HUMBERSIDE;JERSEY;5292
HUMBERSIDE;NORWICH;313
INVERNESS;KIRKWALL;6681
INVERNESS;MANCHESTER;2074
INVERNESS;SUMBURGH;3507
ISLE OF MAN;JERSEY;1477
ISLE OF MAN;LEEDS BRADFORD;13375
ISLE OF MAN;LIVERPOOL;137915
ISLE OF MAN;MANCHESTER;77489
ISLE OF MAN;NEWCASTLE;895
ISLE OF MAN;SOUTHAMPTON;2300
ISLES OF SCILLY (ST.MARYS);LANDS END (ST JUST);37656
ISLES OF SCILLY (ST.MARYS);NEWQUAY;1467
ISLES OF SCILLY (ST.MARYS);PENZANCE HELIPORT;65638
ISLES OF SCILLY (ST.MARYS);PLYMOUTH;1558
ISLES OF SCILLY (TRESCO);PENZANCE HELIPORT;21106
JERSEY;LEEDS BRADFORD;25414
JERSEY;LIVERPOOL;8878
JERSEY;MANCHESTER;101694
JERSEY;NEWCASTLE;14636
JERSEY;NORWICH;6884
JERSEY;NOTTINGHAM EAST MIDLANDS INT'L;58722
JERSEY;PLYMOUTH;8743
JERSEY;SOUTHAMPTON;149535
KIRKWALL;MANCHESTER;50
