#this_apt_name;that_apt_name;passengers;
HEATHROW;ABERDEEN;513798
HEATHROW;BELFAST INTERNATIONAL;1086041
HEATHROW;BRISTOL;0
HEATHROW;EDINBURGH;1515204
HEATHROW;GLASGOW;1366480
HEATHROW;GUERNSEY;22071
HEATHROW;INVERNESS;0
HEATHROW;ISLE OF MAN;132475
HEATHROW;JERSEY;249468
HEATHROW;LEEDS BRADFORD;191911
HEATHROW;MANCHESTER;1024682
HEATHROW;NEWCASTLE;395730
HEATHROW;NEWQUAY;0
HEATHROW;PLYMOUTH;0
HEATHROW;TEESSIDE;169900
GATWICK;ABERDEEN;237473
GATWICK;BELFAST CITY;270665
GATWICK;BRISTOL;1169
GATWICK;EDINBURGH;353393
GATWICK;EXETER;67
GATWICK;GLASGOW;320773
GATWICK;GUERNSEY;260525
GATWICK;INVERNESS;150023
GATWICK;JERSEY;337407
GATWICK;LEEDS BRADFORD;10835
GATWICK;MANCHESTER;393280
GATWICK;NEWCASTLE;148604
GATWICK;NEWQUAY;58070
GATWICK;PLYMOUTH;53667
LONDON CITY;EDINBURGH;116659
LONDON CITY;GLASGOW;13088
LONDON CITY;MANCHESTER;37958
LUTON;ABERDEEN;68794
LUTON;BELFAST CITY;24602
LUTON;BELFAST INTERNATIONAL;47484
LUTON;BIRMINGHAM;0
LUTON;EDINBURGH;301660
LUTON;GLASGOW;259946
LUTON;GUERNSEY;8420
LUTON;INVERNESS;80850
LUTON;ISLE OF MAN;23626
LUTON;JERSEY;21393
LUTON;LIVERPOOL;274
LUTON;NEWCASTLE;78
STANSTED;ABERDEEN;118378
STANSTED;BELFAST CITY;57445
STANSTED;BELFAST INTERNATIONAL;129159
STANSTED;EDINBURGH;252857
STANSTED;GLASGOW;164463
STANSTED;GUERNSEY;56857
STANSTED;INVERNESS;7104
STANSTED;JERSEY;84786
STANSTED;MANCHESTER;29736
STANSTED;NEWCASTLE;43804
STANSTED;PRESTWICK;221922
ABERDEEN;BELFAST CITY;8344
ABERDEEN;BELFAST INTERNATIONAL;3862
ABERDEEN;BIRMINGHAM;51300
ABERDEEN;BRISTOL;26281
ABERDEEN;CARDIFF WALES;1819
ABERDEEN;DUNDEE;457
ABERDEEN;EAST MIDLANDS;25428
ABERDEEN;EDINBURGH;7987
ABERDEEN;EXETER;20
ABERDEEN;GLASGOW;20877
ABERDEEN;HUMBERSIDE;15862
ABERDEEN;INVERNESS;117
ABERDEEN;JERSEY;2875
ABERDEEN;KIRKWALL;38979
ABERDEEN;LEEDS BRADFORD;21876
ABERDEEN;MANCHESTER;131237
ABERDEEN;NEWCASTLE;45800
ABERDEEN;NORWICH;43224
ABERDEEN;PLYMOUTH;151
ABERDEEN;SOUTHAMPTON;6616
ABERDEEN;SUMBURGH;171604
ABERDEEN;TEESSIDE;28445
ALDERNEY;GUERNSEY;33212
ALDERNEY;JERSEY;11325
ALDERNEY;SOUTHAMPTON;30644
BELFAST CITY;BIRMINGHAM;191697
BELFAST CITY;BLACKPOOL;29443
BELFAST CITY;BRISTOL;45907
BELFAST CITY;CARDIFF WALES;11068
BELFAST CITY;EDINBURGH;74142
BELFAST CITY;EXETER;1504
BELFAST CITY;GLASGOW;87319
BELFAST CITY;ISLE OF MAN;31248
BELFAST CITY;JERSEY;2416
BELFAST CITY;LEEDS BRADFORD;83734
BELFAST CITY;LIVERPOOL;59222
BELFAST CITY;LONDONDERRY;12166
BELFAST CITY;MANCHESTER;126619
BELFAST CITY;NEWCASTLE;81019
BELFAST CITY;PRESTWICK;47622
BELFAST CITY;SOUTHAMPTON;26941
BELFAST INTERNATIONAL;BIRMINGHAM;165769
BELFAST INTERNATIONAL;BLACKPOOL;807
BELFAST INTERNATIONAL;CARDIFF WALES;2534
BELFAST INTERNATIONAL;EAST MIDLANDS;60684
BELFAST INTERNATIONAL;EDINBURGH;10135
BELFAST INTERNATIONAL;GLASGOW;48382
BELFAST INTERNATIONAL;JERSEY;15061
BELFAST INTERNATIONAL;LEEDS BRADFORD;0
BELFAST INTERNATIONAL;LONDONDERRY;1
BELFAST INTERNATIONAL;MANCHESTER;130869
BELFAST INTERNATIONAL;SOUTHAMPTON;599
BIRMINGHAM;EDINBURGH;233643
BIRMINGHAM;EXETER;32527
BIRMINGHAM;GLASGOW;243652
BIRMINGHAM;GUERNSEY;22578
BIRMINGHAM;ISLE OF MAN;45611
BIRMINGHAM;JERSEY;75995
BIRMINGHAM;NEWCASTLE;29721
BLACKPOOL;EDINBURGH;122
BLACKPOOL;ISLE OF MAN;12112
BLACKPOOL;JERSEY;2440
BLACKPOOL;LONDONDERRY;356
BOURNEMOUTH;EDINBURGH;19797
BOURNEMOUTH;GLASGOW;34140
BRISTOL;CARDIFF WALES;9
BRISTOL;EDINBURGH;96400
BRISTOL;EXETER;89
BRISTOL;GLASGOW;95668
BRISTOL;GUERNSEY;7581
BRISTOL;ISLE OF MAN;10494
BRISTOL;ISLES OF SCILLY (ST.MARYS);2796
BRISTOL;JERSEY;26734
BRISTOL;MANCHESTER;341
BRISTOL;NEWCASTLE;34611
BRISTOL;PLYMOUTH;16132
CARDIFF WALES;EDINBURGH;21618
CARDIFF WALES;GLASGOW;23793
CARDIFF WALES;GUERNSEY;2150
CARDIFF WALES;ISLE OF MAN;1712
CARDIFF WALES;JERSEY;22936
CARDIFF WALES;MANCHESTER;0
CARDIFF WALES;NEWCASTLE;555
DUNDEE;EDINBURGH;5326
DUNDEE;MANCHESTER;4932
EAST MIDLANDS;EDINBURGH;151
EAST MIDLANDS;GLASGOW;81090
EAST MIDLANDS;GUERNSEY;11779
EAST MIDLANDS;JERSEY;56739
EDINBURGH;GLASGOW;215
EDINBURGH;GUERNSEY;288
EDINBURGH;HUMBERSIDE;0
EDINBURGH;INVERNESS;3484
EDINBURGH;JERSEY;9755
EDINBURGH;KIRKWALL;8923
EDINBURGH;LEEDS BRADFORD;17364
EDINBURGH;MANCHESTER;143000
EDINBURGH;NEWCASTLE;42
EDINBURGH;NEWQUAY;6
