#this_apt_name;that_apt_name;passengers;
HEATHROW;ABERDEEN;462528
HEATHROW;BELFAST CITY;78829
HEATHROW;BELFAST INTERNATIONAL;1013214
HEATHROW;BIRMINGHAM;400
HEATHROW;CARDIFF WALES;398
HEATHROW;DURHAM TEES VALLEY;168726
HEATHROW;EDINBURGH;1417916
HEATHROW;EXETER;41
HEATHROW;GLASGOW;1327985
HEATHROW;GUERNSEY;83641
HEATHROW;INVERNESS;187786
HEATHROW;ISLE OF MAN;117923
HEATHROW;JERSEY;236503
HEATHROW;LEEDS BRADFORD;184253
HEATHROW;MANCHESTER;924120
HEATHROW;NEWCASTLE;387596
HEATHROW;NEWQUAY;39032
HEATHROW;NOTTINGHAM EAST MIDLANDS INT'L;729
HEATHROW;PLYMOUTH;37719
GATWICK;ABERDEEN;147938
GATWICK;BELFAST CITY;202835
GATWICK;BOURNEMOUTH;13
GATWICK;DURHAM TEES VALLEY;7412
GATWICK;EDINBURGH;180619
GATWICK;GLASGOW;178947
GATWICK;GUERNSEY;185411
GATWICK;INVERNESS;0
GATWICK;JERSEY;268197
GATWICK;LEEDS BRADFORD;22199
GATWICK;MANCHESTER;279161
GATWICK;NEWCASTLE;64455
LONDON CITY;HUMBERSIDE;65
LONDON CITY;LIVERPOOL;11709
LUTON;BELFAST CITY;73025
LUTON;BELFAST INTERNATIONAL;3687
LUTON;ISLE OF MAN;19685
LUTON;JERSEY;11673
SOUTHEND;NEWCASTLE;0
STANSTED;ABERDEEN;57057
STANSTED;BELFAST CITY;57827
STANSTED;DURHAM TEES VALLEY;4005
STANSTED;EDINBURGH;113508
STANSTED;GLASGOW;95489
STANSTED;GUERNSEY;16382
STANSTED;HUMBERSIDE;546
STANSTED;JERSEY;47620
STANSTED;MANCHESTER;17351
STANSTED;NEWCASTLE;32864
ABERDEEN;BELFAST CITY;5931
ABERDEEN;BELFAST INTERNATIONAL;758
ABERDEEN;BIRMINGHAM;43326
ABERDEEN;BRISTOL;13513
ABERDEEN;CARDIFF WALES;1317
ABERDEEN;DUNDEE;317
ABERDEEN;DURHAM TEES VALLEY;26411
ABERDEEN;EDINBURGH;17171
ABERDEEN;EXETER;0
ABERDEEN;GLASGOW;28665
ABERDEEN;HUMBERSIDE;20599
ABERDEEN;INVERNESS;3702
ABERDEEN;KIRKWALL;33997
ABERDEEN;LEEDS BRADFORD;3763
ABERDEEN;MANCHESTER;106301
ABERDEEN;NEWCASTLE;34269
ABERDEEN;NORWICH;32059
ABERDEEN;NOTTINGHAM EAST MIDLANDS INT'L;15770
ABERDEEN;PLYMOUTH;255
ABERDEEN;SUMBURGH;245307
ALDERNEY;GUERNSEY;35602
ALDERNEY;JERSEY;14577
ALDERNEY;SOUTHAMPTON;30550
BELFAST CITY;BIRMINGHAM;136673
BELFAST CITY;BLACKPOOL;28910
BELFAST CITY;BRISTOL;41823
BELFAST CITY;CARDIFF WALES;13550
BELFAST CITY;DURHAM TEES VALLEY;608
BELFAST CITY;EDINBURGH;62050
BELFAST CITY;EXETER;12534
BELFAST CITY;GLASGOW;70537
BELFAST CITY;GUERNSEY;0
BELFAST CITY;ISLE OF MAN;30173
BELFAST CITY;JERSEY;3859
BELFAST CITY;LEEDS BRADFORD;70497
BELFAST CITY;LIVERPOOL;66105
BELFAST CITY;MANCHESTER;120880
BELFAST CITY;NEWCASTLE;46442
BELFAST CITY;NOTTINGHAM EAST MIDLANDS INT'L;45344
BELFAST CITY;SOUTHAMPTON;11058
BELFAST INTERNATIONAL;BIRMINGHAM;107667
BELFAST INTERNATIONAL;GLASGOW;64343
BELFAST INTERNATIONAL;HUMBERSIDE;0
BELFAST INTERNATIONAL;JERSEY;18938
BELFAST INTERNATIONAL;LEEDS BRADFORD;2148
BELFAST INTERNATIONAL;MANCHESTER;117156
BELFAST INTERNATIONAL;NEWCASTLE;0
BELFAST INTERNATIONAL;NOTTINGHAM EAST MIDLANDS INT'L;0
BIRMINGHAM;EDINBURGH;181017
BIRMINGHAM;GLASGOW;168857
BIRMINGHAM;GUERNSEY;14491
BIRMINGHAM;ISLE OF MAN;40537
BIRMINGHAM;JERSEY;79457
BIRMINGHAM;KIRKWALL;415
BIRMINGHAM;MANCHESTER;335
BIRMINGHAM;NEWCASTLE;19530
BIRMINGHAM;SOUTHAMPTON;0
BLACKPOOL;ISLE OF MAN;22372
BLACKPOOL;JERSEY;4143
BOURNEMOUTH;EXETER;50
BOURNEMOUTH;HUMBERSIDE;28
BOURNEMOUTH;JERSEY;5512
BRISTOL;EDINBURGH;52041
BRISTOL;EXETER;382
BRISTOL;GLASGOW;51621
BRISTOL;GUERNSEY;5841
BRISTOL;ISLES OF SCILLY (ST.MARYS);23
BRISTOL;JERSEY;35911
BRISTOL;NEWCASTLE;14840
BRISTOL;PLYMOUTH;10000
CAMBRIDGE;JERSEY;3255
CAMBRIDGE;MANCHESTER;0
CARDIFF WALES;EDINBURGH;4771
CARDIFF WALES;GLASGOW;18961
CARDIFF WALES;GUERNSEY;1080
CARDIFF WALES;ISLE OF MAN;3436
CARDIFF WALES;JERSEY;21902
CARDIFF WALES;SOUTHAMPTON;18
CITY OF DERRY (EGLINTON);GLASGOW;13904
CITY OF DERRY (EGLINTON);MANCHESTER;16318
COVENTRY;GLOUCESTERSHIRE;79
COVENTRY;GUERNSEY;0
COVENTRY;JERSEY;176
COVENTRY;LIVERPOOL;0
DUNDEE;INVERNESS;71
DUNDEE;MANCHESTER;11422
DURHAM TEES VALLEY;EDINBURGH;39
DURHAM TEES VALLEY;EXETER;7
DURHAM TEES VALLEY;HUMBERSIDE;640
DURHAM TEES VALLEY;JERSEY;10566
DURHAM TEES VALLEY;MANCHESTER;17
DURHAM TEES VALLEY;NEWCASTLE;768
DURHAM TEES VALLEY;NORWICH;1669
EDINBURGH;EXETER;0
EDINBURGH;GLASGOW;605
EDINBURGH;GUERNSEY;1838
EDINBURGH;HUMBERSIDE;1232
EDINBURGH;INVERNESS;208
EDINBURGH;JERSEY;11661
EDINBURGH;KIRKWALL;7869
EDINBURGH;LEEDS BRADFORD;19165
EDINBURGH;MANCHESTER;99644
EDINBURGH;NEWCASTLE;188
EDINBURGH;NORWICH;15780
EDINBURGH;NOTTINGHAM EAST MIDLANDS INT'L;48460
EDINBURGH;PLYMOUTH;289
EDINBURGH;SOUTHAMPTON;22447
EDINBURGH;SUMBURGH;7001
EXETER;GUERNSEY;16016
EXETER;ISLES OF SCILLY (ST.MARYS);6858
EXETER;JERSEY;37591
EXETER;MANCHESTER;1044
EXETER;NEWCASTLE;0
EXETER;PLYMOUTH;0
GLASGOW;GUERNSEY;2063
GLASGOW;HUMBERSIDE;0
GLASGOW;INVERNESS;10911
GLASGOW;ISLE OF MAN;19652
GLASGOW;JERSEY;30983
GLASGOW;KIRKWALL;8422
GLASGOW;LEEDS BRADFORD;27613
GLASGOW;MANCHESTER;103636
GLASGOW;NOTTINGHAM EAST MIDLANDS INT'L;68695
GLASGOW;PLYMOUTH;28
GLASGOW;SOUTHAMPTON;21113
GLASGOW;SUMBURGH;3539
GLOUCESTERSHIRE;GUERNSEY;23
GLOUCESTERSHIRE;JERSEY;1433
GUERNSEY;JERSEY;184351
GUERNSEY;LEEDS BRADFORD;3415
GUERNSEY;LIVERPOOL;90
GUERNSEY;MANCHESTER;33192
GUERNSEY;NEWCASTLE;3135
GUERNSEY;NORWICH;2089
GUERNSEY;NOTTINGHAM EAST MIDLANDS INT'L;11975
GUERNSEY;PLYMOUTH;3095
GUERNSEY;SOUTHAMPTON;95856
GUERNSEY;SWANSEA;0
HUMBERSIDE;JERSEY;5841
HUMBERSIDE;NORWICH;439
INVERNESS;KIRKWALL;6163
INVERNESS;MANCHESTER;9184
INVERNESS;NOTTINGHAM EAST MIDLANDS INT'L;0
INVERNESS;SUMBURGH;1868
ISLE OF MAN;JERSEY;1707
ISLE OF MAN;LEEDS BRADFORD;6389
ISLE OF MAN;LIVERPOOL;130691
ISLE OF MAN;MANCHESTER;79411
ISLE OF MAN;NEWCASTLE;1021
ISLE OF MAN;SOUTHAMPTON;1887
ISLES OF SCILLY (ST.MARYS);LANDS END (ST JUST);33500
ISLES OF SCILLY (ST.MARYS);NEWQUAY;853
ISLES OF SCILLY (ST.MARYS);PENZANCE HELIPORT;65106
ISLES OF SCILLY (ST.MARYS);PLYMOUTH;796
ISLES OF SCILLY (TRESCO);PENZANCE HELIPORT;20097
JERSEY;LEEDS BRADFORD;18428
JERSEY;LIVERPOOL;7985
JERSEY;MANCHESTER;111468
JERSEY;NEWCASTLE;26434
JERSEY;NORWICH;6710
JERSEY;NOTTINGHAM EAST MIDLANDS INT'L;54223
JERSEY;PLYMOUTH;8675
JERSEY;SOUTHAMPTON;137637
JERSEY;SWANSEA;0
KIRKWALL;SUMBURGH;9948
LEEDS BRADFORD;SOUTHAMPTON;1327
MANCHESTER;NEWCASTLE;14944
MANCHESTER;NOTTINGHAM EAST MIDLANDS INT'L;0
MANCHESTER;SOUTHAMPTON;23263
