1, 56
1, 317
1, 369
1, 253
2, 230
3, 218
4, 157
5, 204
5, 246
5, 190
5, 143
6, 345
6, 196
6, 97
6, 386
7, 240
7, 228
7, 228
7, 391
8, 345
9, 414
10, 343
11, 346
12, 66
13, 183
13, 414
13, 109
14, 137
14, 66
15, 414
16, 418
16, 197
17, 345
17, 343
18, 184
18, 243
18, 33
19, 133
19, 94
20, 305
20, 346
20, 117
20, 113
20, 86
20, 345
20, 74
21, 376
21, 325
22, 360
22, 193
23, 114
23, 136
24, 409
24, 107
24, 242
24, 396
24, 224
24, 266
24, 336
24, 181
24, 374
24, 156
24, 388
24, 375
24, 246
24, 345
24, 163
24, 319
24, 360
24, 233
24, 226
24, 169
25, 386
26, 414
27, 291
28, 56
29, 165
30, 346
30, 143
30, 370
30, 154
30, 337
30, 292
30, 305
30, 287
31, 311
32, 66
34, 44
35, 223
36, 253
37, 223
37, 346
38, 56
39, 160
40, 271
41, 248
42, 150
43, 273
43, 143
43, 346
45, 190
46, 143
46, 228
46, 66
47, 64
48, 172
49, 245
49, 202
49, 190
49, 143
50, 259
51, 122
52, 414
53, 291
53, 345
54, 190
55, 153
56, 147
56, 66
56, 383
57, 149
57, 193
57, 100
58, 198
58, 228
59, 123
59, 190
60, 63
60, 205
61, 157
62, 325
64, 283
64, 313
64, 293
64, 345
64, 342
64, 414
64, 173
64, 391
64, 140
64, 190
64, 339
65, 88
66, 414
66, 414
66, 345
66, 345
66, 148
66, 148
66, 275
66, 275
66, 189
66, 181
66, 181
66, 154
66, 154
66, 346
66, 346
66, 165
66, 137
66, 137
66, 137
66, 247
66, 247
66, 119
66, 409
66, 303
66, 223
66, 316
66, 386
66, 143
66, 143
66, 143
66, 190
66, 190
66, 348
66, 66
66, 340
66, 340
66, 393
66, 212
66, 130
66, 389
66, 99
66, 359
66, 153
66, 283
66, 381
66, 381
66, 74
66, 285
66, 407
66, 201
66, 312
66, 325
66, 402
66, 132
66, 347
66, 115
66, 395
66, 356
66, 68
66, 169
66, 294
66, 256
66, 299
66, 144
66, 110
66, 85
66, 358
66, 217
67, 347
67, 259
68, 174
68, 120
68, 114
69, 265
69, 283
70, 190
71, 420
72, 275
73, 299
73, 203
74, 136
75, 151
76, 95
76, 322
77, 86
77, 390
77, 162
77, 90
77, 95
77, 140
77, 152
78, 175
79, 101
80, 242
81, 118
82, 270
82, 293
82, 293
82, 363
82, 268
82, 325
82, 137
83, 119
84, 230
85, 143
85, 373
85, 340
86, 127
86, 136
87, 290
87, 272
87, 251
88, 344
88, 223
89, 143
89, 193
