3, 0
1034, 0
526, 0
528, 0
1040, 0
1059, 0
1060, 0
1061, 0
38, 0
43, 0
44, 0
556, 0
557, 0
1075, 0
1079, 0
597, 0
601, 0
603, 0
606, 0
101, 0
106, 0
112, 0
1137, 0
114, 0
1141, 0
119, 0
121, 0
1150, 0
135, 0
137, 0
650, 0
653, 0
655, 0
151, 0
1180, 0
1181, 0
671, 0
162, 0
163, 0
1196, 0
1201, 0
178, 0
695, 0
190, 0
1223, 0
201, 0
1228, 0
717, 0
1232, 0
723, 0
1236, 0
213, 0
733, 0
736, 0
1266, 0
1269, 0
249, 0
262, 0
781, 0
272, 0
785, 0
788, 0
790, 0
281, 0
289, 0
292, 0
806, 0
299, 0
817, 0
818, 0
822, 0
311, 0
830, 0
834, 0
325, 0
329, 0
844, 0
849, 0
343, 0
345, 0
350, 0
873, 0
874, 0
364, 0
369, 0
885, 0
377, 0
378, 0
893, 0
390, 0
921, 0
414, 0
415, 0
928, 0
929, 0
418, 0
420, 0
435, 0
441, 0
447, 0
961, 0
455, 0
971, 0
978, 0
984, 0
483, 0
1014, 0
1016, 0
1024, 1
0, 1
518, 1
519, 1
1033, 1
12, 1
20, 1
23, 1
541, 1
29, 1
549, 1
1063, 1
45, 1
1072, 1
1073, 1
50, 1
59, 1
576, 1
581, 1
1099, 1
78, 1
590, 1
84, 1
1113, 1
90, 1
92, 1
1123, 1
1125, 1
102, 1
103, 1
615, 1
108, 1
624, 1
634, 1
1147, 1
1149, 1
131, 1
644, 1
647, 1
1171, 1
1173, 1
666, 1
1187, 1
1191, 1
168, 1
171, 1
172, 1
688, 1
1202, 1
1213, 1
189, 1
198, 1
712, 1
1229, 1
1230, 1
1231, 1
722, 1
729, 1
220, 1
229, 1
1256, 1
240, 1
1271, 1
248, 1
250, 1
259, 1
269, 1
274, 1
288, 1
813, 1
816, 1
312, 1
313, 1
828, 1
319, 1
832, 1
837, 1
327, 1
841, 1
847, 1
865, 1
868, 1
357, 1
366, 1
880, 1
882, 1
883, 1
379, 1
897, 1
397, 1
911, 1
920, 1
934, 1
935, 1
940, 1
439, 1
957, 1
451, 1
454, 1
457, 1
986, 1
990, 1
482, 1
487, 1
1009, 1
500, 1
505, 1
527, 2
533, 2
534, 2
1046, 2
538, 2
28, 2
1053, 2
544, 2
48, 2
1078, 2
61, 2
1087, 2
64, 2
578, 2
67, 2
580, 2
1093, 2
1096, 2
589, 2
1102, 2
591, 2
1106, 2
1107, 2
86, 2
1111, 2
1110, 2
608, 2
612, 2
1133, 2
626, 2
116, 2
630, 2
124, 2
640, 2
129, 2
1159, 2
649, 2
654, 2
1176, 2
155, 2
668, 2
164, 2
1188, 2
678, 2
1189, 2
184, 2
706, 2
199, 2
1224, 2
716, 2
718, 2
1250, 2
742, 2
1268, 2
1272, 2
764, 2
1277, 2
767, 2
256, 2
791, 2
291, 2
294, 2
295, 2
