1,145.0,0.190768011660013
111,15.0,0.03636566857696693
49,40.0,0.06916266029219698
283,1.0,0.00396810728416781
177,4.0,0.008793199264018947
72,35.0,0.07118060019092094
56,34.0,0.04546430744771249
48,30.0,0.07323642015910913
137,6.0,0.017304434247065632
152,5.0,0.01792273274564297
51,33.0,0.0897698767865775
68,26.0,0.07380066147981255
156,8.0,0.021849589268772313
41,53.0,0.12467071731482442
20,68.0,0.1314365087782581
303,1.0,0.00396810728416781
123,7.0,0.023602572915143557
62,28.0,0.07362620372650142
22,70.0,0.13953024621380897
101,15.0,0.04641141422804448
119,8.0,0.024485774380543175
139,5.0,0.017437538950638515
158,8.0,0.023298102859370257
90,15.0,0.04561503424842584
38,66.0,0.138026289259675
12,94.0,0.14913393470874764
47,34.0,0.09676493405122429
82,16.0,0.04602572559691255
121,4.0,0.012354640796703597
129,12.0,0.03949654624376501
207,2.0,0.007070203451269213
18,114.0,0.17727093382439216
173,6.0,0.016769651517526678
46,14.0,0.020450615709312288
79,22.0,0.06667976179297111
26,64.0,0.13071989875141388
6,122.0,0.15277202028115425
3,132.0,0.1782209631748552
236,1.0,0.00396810728416781
86,19.0,0.055729220240326886
8,114.0,0.17164277616103324
182,13.0,0.041952507116251515
64,18.0,0.0390455684940636
150,7.0,0.02441159001998111
17,85.0,0.1576541198990291
144,7.0,0.015933276353720105
184,2.0,0.007070203451269213
31,46.0,0.11045179545981966
226,2.0,0.007070203451269213
127,9.0,0.023785082901141823
128,9.0,0.030367417155817325
203,2.0,0.007070203451269213
134,5.0,0.015093465194156627
85,16.0,0.047898737399879175
77,18.0,0.0547653372420572
88,18.0,0.052417044930420716
224,4.0,0.007027048055551277
39,30.0,0.06024746255873438
96,21.0,0.05125777341261354
107,11.0,0.03208210996123015
240,3.0,0.010306154231507813
28,75.0,0.14339659056869997
11,109.0,0.16470891486346687
92,12.0,0.03984514970710457
155,2.0,0.007070203451269213
45,40.0,0.10412965812343875
84,15.0,0.03822179922759556
175,7.0,0.023736061662384095
93,11.0,0.030626241138903824
55,30.0,0.07899055042970045
29,44.0,0.10426191912390081
9,74.0,0.14538830595851143
4,76.0,0.13057307475481844
